Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.261049270629883,24.729272337596463,23.82167345251905,24.71817633026032,212818400
2015-01-05,23.577573776245117,24.110149898969926,23.391173064448488,24.030263395910563,257142000
2015-01-06,23.57979393005371,23.83942422525078,23.218085117057225,23.641927502270494,263188400
2015-01-07,23.910432815551758,24.01029009442088,23.677430240840117,23.78838352536704,160423600
2015-01-08,24.82912254333496,24.886818717588337,24.121240141303762,24.23885202924671,237458000
2015-01-09,24.85576057434082,25.13092430460362,24.456327987658426,25.00221806078228,214798000
2015-01-12,24.243295669555664,24.993339356300723,24.1434383783279,24.98668242928727,198603200
2015-01-13,24.458539962768555,25.0310592622604,24.16784292699338,24.727046682372265,268367600
2015-01-14,24.36534309387207,24.51845748240021,24.076863863464137,24.196693619494532,195826400
2015-01-15,23.704059600830078,24.42303640937501,23.668555430204687,24.409722557017083,240056000
2015-01-16,23.519874572753906,23.87270686480466,23.34456819649144,23.750657586073636,314053200
2015-01-20,24.125682830810547,24.181159473930325,23.633049969024885,23.930403963500748,199599600
2015-01-21,24.30986785888672,24.644945594224467,24.025825998667738,24.176722549122562,194303600
2015-01-22,24.94229507446289,24.9578284643181,24.347585488129347,24.467415221160643,215185600
2015-01-23,25.071002960205078,25.24187026011724,24.749237444378423,24.920106437303215,185859200
2015-01-26,25.097631454467773,25.377234192519005,25.03106050265451,25.23965151661796,222460000
2015-01-27,24.218883514404297,24.960052356934085,24.1944736556585,24.946736811155496,382274800
2015-01-28,25.588048934936523,26.21160761831203,25.588048934936523,26.102872167761888,585908400
2015-01-29,26.384695053100586,26.449048170199948,25.6435261294502,25.812175619330834,337745600
2015-01-30,25.998571395874023,26.62878516547763,25.92977921628133,26.273735035207107,334982000
2015-02-02,26.32478141784668,26.44461119442779,25.758920559173443,26.19607686641939,250956400
2015-02-03,26.329219818115234,26.42685757601918,26.0984367387742,26.295933487755963,207662800
2015-02-04,26.53115463256836,26.741966934890257,26.253771360839387,26.295934159906395,280598800
2015-02-05,26.720516204833984,26.78512329175272,26.56679583596891,26.738337501467665,168984800
2015-02-06,26.49551010131836,26.789582792466167,26.38857380467608,26.738342094145022,174826400
2015-02-09,26.67150115966797,26.69823395180452,26.384111746339844,26.41084623817071,155559200
2015-02-10,27.183902740478516,27.212865534998993,26.7695291157995,26.77175571561299,248034000
2015-02-11,27.82105827331543,27.82996977096396,27.2908369109358,27.350987395445394,294247200
2015-02-12,28.173057556152344,28.400296519331267,27.974781388106848,28.08394427058599,297898000
2015-02-13,28.311180114746094,28.355735902773322,27.992601301237766,28.355735902773322,217088800
2015-02-17,28.478267669677734,28.712189812630196,28.27553491915968,28.402520788269594,252609600
2015-02-18,28.676544189453125,28.68991058646957,28.393609654845907,28.43371054558967,179566800
2015-02-19,28.616395950317383,28.74561013827924,28.58966315259746,28.623079149747365,149449600
2015-02-20,28.850317001342773,28.850317001342773,28.52728324375384,28.6542674273515,195793600
2015-02-23,29.630054473876953,29.630054473876953,28.885962192416436,28.966163979599486,283896400
2015-02-24,29.44515609741211,29.763736769556314,29.222373646739953,29.616699536258988,276912400
2015-02-25,28.692138671875,29.31815995946812,28.549558097335243,29.30924676140305,298846800
2015-02-26,29.055280685424805,29.155532087221516,28.206480271148433,28.692144279554135,365150000
2015-02-27,28.61861801147461,29.08868883753437,28.569605629656937,28.96170128480993,248059200
2015-03-02,28.758968353271484,29.02407985318306,28.582971819382653,28.79461433968058,192386800
2015-03-03,28.819124221801758,28.854770212776685,28.53618969244507,28.73001264375324,151265200
2015-03-04,28.636444091796875,28.863683059023995,28.587435098266674,28.76120507338472,126665200
2015-03-05,28.16192054748535,28.683230483724483,28.017111665298497,28.645357888294036,226068400
2015-03-06,28.20425033569336,28.821356810351375,28.128505138673894,28.605257619321517,291368400
2015-03-09,28.324552536010742,28.865915503889312,27.861164763307137,28.50723402529076,354114000
2015-03-10,27.73863410949707,28.34237414444632,27.580458826512846,28.16192096380277,275426400
2015-03-11,27.232919692993164,27.796558884616413,27.203958593316226,27.792103984548728,275756000
2015-03-12,27.725261688232422,27.825514761609913,27.097015553905447,27.248507613940752,193450800
2015-03-13,27.533666610717773,27.936903772999813,27.308657687229754,27.714121448972215,207309200
2015-03-16,27.836658477783203,27.836658477783203,27.373272406222377,27.598281392520114,143497200
2015-03-17,28.30227279663086,28.36465158895827,27.992605434937918,28.048301028043767,204092400
2015-03-18,28.620847702026367,28.774568061657938,28.153005124528036,28.29335738786922,261083600
2015-03-19,28.404748916625977,28.794618019403195,28.382471022120445,28.683226847181135,183238000
2015-03-20,28.04830551147461,28.605259831865816,27.883447005443692,28.571843830416558,274780400
2015-03-23,28.340147018432617,28.482727608990597,28.186426628736324,28.320097419617298,150838800
2015-03-24,28.224300384521484,28.525054559149737,28.19533758719538,28.344603074189592,131369200
2015-03-25,27.48688507080078,28.253256880292685,27.48688507080078,28.190878095742303,206620800
2015-03-26,27.67848014831543,27.821060723861976,27.31311721101558,27.348763204749485,190291600
2015-03-27,27.457927703857422,27.780961467554363,27.382182512251926,27.75200037071014,158184800
2015-03-30,28.153011322021484,28.1596945217907,27.625016444221654,27.636156243633515,188398800
2015-03-31,27.72081184387207,28.17974300661866,27.70521714512907,28.09062971393237,168362400
2015-04-01,27.680707931518555,27.874529194518605,27.424507880342258,27.807693807361485,162485600
2015-04-02,27.919084548950195,27.972551838021896,27.66734110069705,27.85447746229525,128880400
2015-04-06,28.371334075927734,28.40698007047401,27.698532075965176,27.729721471345883,148776000
2015-04-07,28.072803497314453,28.54287267699022,28.066120298980323,28.435938104255378,140049200
2015-04-08,27.98146629333496,28.159692875335587,27.84111400730336,28.037161887748322,149316800
2015-04-09,28.195337295532227,28.19979389493384,27.77205213589063,28.037162010668165,129936000
2015-04-10,28.31563949584961,28.34014569305206,27.905720742089727,28.059439424902365,160752000
2015-04-13,28.25994110107422,28.6431287193776,28.206473812338743,28.598569529324855,145460400
2015-04-14,28.13741683959961,28.35797093215795,28.05053184254042,28.293363834399493,102098400
2015-04-15,28.24435043334961,28.322323927981227,28.072808745160057,28.16192203889392,115881600
2015-04-16,28.108448028564453,28.315635677165186,28.095081631781955,28.13295422246197,113476000
2015-04-17,27.792098999023438,28.10176633886866,27.727491911615477,27.970325564265714,207828000
2015-04-20,28.427034378051758,28.54288048013395,27.885673068961164,27.974786370398537,188217200
2015-04-21,28.27330780029297,28.56069552534772,28.219838814506353,28.538419330811536,129740400
2015-04-22,28.654266357421875,28.709961948008925,28.14186794383772,28.29113171868433,150618000
2015-04-23,28.888187408447266,29.05527417379222,28.54733067909467,28.582976671554942,183083600
2015-04-24,29.024084091186523,29.102059272918567,28.790161945379253,29.07086988010352,178103600
2015-04-27,29.552074432373047,29.659012397311027,29.21790094056609,29.476329256750056,387816800
2015-04-28,29.08646583557129,29.97313872098423,28.865913463725736,29.95531912275343,475696000
2015-04-29,28.65871810913086,29.315925287019514,28.58297293459747,28.99734819445281,253544400
2015-04-30,27.88121223449707,28.658722182170372,27.75422635937739,28.658722182170372,332781600
2015-05-01,28.727781295776367,28.99066621763661,27.91462713625197,28.092851983674798,234050400
2015-05-04,28.672096252441406,29.08870168184656,28.574071445522545,28.850322865076613,203953200
2015-05-05,28.02602195739746,28.61639385984713,28.02156535830659,28.54955847104041,197085600
2015-05-06,27.850025177001953,28.23766603361999,27.482433918282176,28.195336838464158,288564000
2015-05-07,28.022287368774414,28.20573193766146,27.74488205442266,27.912666783531346,175763600
2015-05-08,28.550243377685547,28.550243377685547,28.212436391614474,28.339952687353417,222201600
2015-05-11,28.259422302246094,28.536825907144788,28.105059806771205,28.49879511187531,168143200
2015-05-12,28.158750534057617,28.384699391912346,27.92385124630615,28.098347079815507,192640000
2015-05-13,28.190065383911133,28.45404669644201,28.158745711813754,28.221385056008515,138776800
2015-05-14,28.84778594970703,28.84778594970703,28.447341247172464,28.50326948802633,180814000
2015-05-15,28.807527542114258,28.9686011951979,28.682248792735848,28.87464213316409,152832000
2015-05-18,29.12519073486328,29.243758330276098,28.715795609468728,28.720270824462286,203531600
2015-05-19,29.098346710205078,29.279553663900636,29.002148361133898,29.237047654793994,178532800
2015-05-20,29.096101760864258,29.301917237151514,28.935028185754533,29.08267953186982,145819600
2015-05-21,29.393648147583008,29.44734049138636,29.044656446834086,29.098348790637438,158921600
2015-05-22,29.65091323852539,29.747111583218956,29.395880609079995,29.440625930475374,182384000
2015-05-26,28.997671127319336,29.733688635308464,28.885814653705438,29.664338167842033,282790400
2015-05-27,29.539045333862305,29.58826243748463,29.093858915079597,29.158734144261334,183332800
2015-05-28,29.480892181396484,29.518922973141333,29.328769014417098,29.498789626968538,122933200
2015-05-29,29.145322799682617,29.40706654107393,29.060310786489495,29.35784941907672,203538000
2015-06-01,29.203487396240234,29.39364477181429,29.093870233915997,29.145323257325103,128451200
2015-06-02,29.073734283447266,29.23033265387691,28.930558142827525,29.051361624705123,134670400
2015-06-03,29.109519958496094,29.292966165583337,29.06030284994038,29.23032682989203,123934000
2015-06-04,28.93950080871582,29.212430819125444,28.83883068668327,28.9887179196807,153800400
2015-06-05,28.780672073364258,29.013335472547762,28.715796814385378,28.970829462297566,142507200
2015-06-08,28.59051513671875,28.905951209345766,28.373513306351683,28.83659732877997,210699200
2015-06-09,28.505495071411133,28.653146393085358,28.102812907087856,28.344421522964286,224301600
2015-06-10,28.832120895385742,28.935026922241622,28.60169516468053,28.61735500008826,156349200
2015-06-11,28.767250061035156,29.12295286491456,28.74264149773343,28.899239894385772,141563600
